startup_id,company_name,sector,founding_year,funding_rounds,total_funding_usd,employee_count,founder_experience,is_unicorn,ipo_status,market_volatility,investor_count,japanese_investor,success_score,last_valuation_usd,revenue_usd,ipo_valuation_usd,ipo_return_6m,esg_score,customer_growth_rate,burn_rate
STUP_5231,BlueSystems Innovations,ecommerce,2019,2,4.71,73,12.64392419,0,0,64.67,4,0,62.87,,64.34,,,28.48,251.09,
STUP_5232,FutureSolutions,sustainability,2016,0,3.85,14,14.51960209,0,0,22.3,2,0,48.16,759.74,,,,,64.56,5.47
STUP_5233,SmartSystems,consumer tech,2017,2,4.43,99,9.487436605,0,1,87.31,3,0,40.27,145.41,,10857.42,9.69,48.64,12.32,9.76
STUP_5234,RapidWorks Ventures,healthtech,2022,0,1.84,125,3.936504562,1,0,118.57,6,0,56.73,2256.79,7.8,,,,,1.01
STUP_5235,FutureSolutions,ecommerce,2014,0,79.17,37,6.949341237,0,0,118.19,3,0,57.43,,,,,,,
STUP_5236,InnoMinds Pvt Ltd,sustainability,2016,2,7.41,101,7.821280373,0,0,108.25,6,1,58.34,157.26,29.26,,,42.46,51.12,2.29
STUP_5237,BrightWorks Labs,AI,2021,3,3,15,15.14082226,0,0,100.83,2,0,56.08,,,,,,,0.35
STUP_5238,FutureSystems Pvt Ltd,sustainability,2017,3,21.22,11,8.050159115,0,0,46.32,1,1,33.87,610.07,41.83,,,,106.72,8.03
STUP_5239,RapidWorks Labs,ecommerce,2018,1,15.11,142,7.272405522,0,0,10.78,4,0,56.36,932.22,,,,5.31,165.55,3.37
STUP_5240,InnoMinds Innovations,cleantech,2019,3,8.25,60,6.997477674,0,0,84.35,1,0,18.19,186.22,,,,46.5,14.34,
STUP_5241,RedSolutions Technologies,agritech,2014,1,6.04,16,14.10255189,0,0,58.6,6,0,59.7,,7.1,,,,23.65,16.2
STUP_5242,RedVision Ventures,edtech,2017,3,38.62,46,9.132882915,0,0,24.72,1,0,75.81,,,,,48.81,59.61,4.3
STUP_5243,BrightLab Pvt Ltd,AI,2020,2,6.67,111,15.98518287,0,0,30.99,6,0,31.1,,40.97,,,29.9,26.26,2.33
STUP_5244,RedWave Pvt Ltd,edtech,2017,1,5.01,32,14.73897794,0,0,46.97,3,0,53.06,742.43,71.22,,,,6.83,
STUP_5245,BrightSystems Technologies,fintech,2023,2,103.01,21,5.060490636,0,0,56.34,3,0,10.1,460.54,,,,54.3,,3.29
STUP_5246,NextWorks Technologies,fintech,2015,0,17.27,18,12.29873068,0,0,79.12,3,0,70.61,979.31,2.27,,,54.25,,
STUP_5247,RapidLab,fintech,2017,4,4,132,12.20868323,0,0,25.06,1,0,67.38,,,,,36.12,,4.53
STUP_5248,BlueSystems Pvt Ltd,edtech,2014,2,1.72,311,9.497368155,0,0,112.62,1,0,18.36,927.21,56.61,,,32.79,,1.83
STUP_5249,NextVision,agritech,2015,4,0.72,44,15.58766817,0,0,58.77,1,0,70.98,63.63,14.85,,,83.42,,12.51
STUP_5250,SmartWorks Pvt Ltd,cleantech,2019,0,0.18,26,7.377540042,0,0,110.17,1,0,57.77,770.1,,,,,223.15,3.04
STUP_5251,GreenWave Innovations,cleantech,2015,1,3.73,25,25.56001984,0,0,106.32,1,0,41.65,620.94,24.16,,,87.89,264.8,3.34
STUP_5252,NextAnalytics Pvt Ltd,logistics,2018,2,10.84,6,16.43624142,0,0,57.17,2,0,33.66,,,,,,95.63,1.48
STUP_5253,FutureSolutions,ecommerce,2020,5,2.33,35,10.69992814,0,0,93.77,5,0,50.87,164.84,,,,,,9.98
STUP_5254,SmartSystems,fintech,2018,6,2.7,28,6.696799827,0,0,26.3,3,0,69.87,,56.76,,,34.28,38.57,6.35
STUP_5255,TechMinds Ventures,fintech,2017,1,5.71,163,8.523722179,0,0,114.79,4,0,25.91,197.67,,,,,30.91,9.68
STUP_5256,FutureAnalytics Innovations,ecommerce,2016,3,0.76,24,6.496445025,0,0,18.73,3,0,33.45,876.26,,,,,39.42,13.85
STUP_5257,TechSolutions Ventures,agritech,2022,5,0.86,549,11.03687459,0,0,64.44,4,0,75.44,460.81,,,,64.47,,0.77
STUP_5258,BlueWave Labs,sustainability,2017,2,11.54,97,7.867880205,0,0,47.21,2,0,62.83,95.56,34.73,,,53.96,14.01,0.36
STUP_5259,RapidVision Pvt Ltd,deeptech,2018,3,3.04,10,13.61506272,0,0,59.34,2,0,39.49,840.53,15.4,,,70.06,84.2,4.59
STUP_5260,InnoVision Labs,cleantech,2022,1,4.38,9,12.76433176,0,0,47,5,0,61.73,150.06,42.09,,,65.24,117.96,23.51
STUP_5261,TrueNetworks Innovations,mobility,2016,2,2.02,58,3.945641256,0,0,79.2,5,0,41.14,791.97,11.98,,,71.48,39.56,0.93
STUP_5262,FutureWave Pvt Ltd,consumer tech,2019,2,3.26,99,6.476439616,0,0,88.68,2,1,45.63,849.91,14.76,,,50.32,23.91,9.44
STUP_5263,TrueSystems Labs,deeptech,2014,3,2.28,37,20.57796254,0,0,16.49,1,0,26.27,962.57,41.34,,,79.93,347.06,
STUP_5264,NextAnalytics Innovations,deeptech,2017,2,15.17,72,10.35656744,0,0,22.38,1,0,34.3,,28.57,,,46.59,10.54,0.08
STUP_5265,NextMinds,deeptech,2018,0,34.82,55,11.59158358,0,0,92.05,3,0,47.5,902.06,21.55,,,47.11,85.21,5.41
STUP_5266,TrueAnalytics,deeptech,2016,3,10.87,15,12.79991702,0,0,77.07,2,0,41.48,222.37,,,,61.81,63.13,3.28
STUP_5267,TechLogic Labs,ecommerce,2018,1,28.49,45,6.318289403,0,0,21.52,3,1,34.4,474.96,10.13,,,16.4,,0.51
STUP_5268,RapidLogic Technologies,mobility,2021,2,1.15,61,7.609635488,0,0,37.28,3,0,47.8,,3.47,,,,,2.98
STUP_5269,BrightMinds Technologies,ecommerce,2021,1,13.07,151,6.645215692,0,0,38.82,3,0,69.87,724.25,,,,70.98,,11.56
STUP_5270,QuantumWorks Labs,healthtech,2022,1,12.31,132,4.028943527,0,0,36.77,4,0,44.48,691.8,,,,32.08,,
STUP_5271,SmartSystems Labs,ecommerce,2017,1,11.94,55,7.785750871,0,0,103.31,2,0,22.29,512.69,27.43,,,26.75,,10.49
STUP_5272,GreenWave Labs,consumer tech,2016,2,3.2,60,7.511394623,0,0,101.58,4,0,38.65,,5.8,,,,37.69,5.75
STUP_5273,RedNetworks Innovations,fintech,2020,1,11.49,118,8.974328042,0,0,31.07,3,1,33.55,27.96,7.59,,,26.05,183.96,5.89
STUP_5274,BlueVision Innovations,ecommerce,2022,3,13,54,7.106366232,0,0,13.46,6,1,55.71,145.84,,,,,,2.36
STUP_5275,RedLogic Ventures,deeptech,2016,2,3.06,84,10.82483933,0,1,30.41,6,0,50.43,752.35,,24738.07,10.53,,8.42,1.62
STUP_5276,NextLogic Labs,fintech,2018,0,2.75,79,14.62311862,0,0,113.73,4,0,42.9,946.35,,,,95.96,1.92,9.18
STUP_5277,RapidNetworks Innovations,AI,2023,2,4.49,157,6.299639127,0,0,14.39,5,0,56.05,,12.37,,,66.3,7.19,5.59
STUP_5278,InnoVision Technologies,logistics,2015,2,20.69,68,9.834357467,0,0,53.98,7,0,50.73,32.16,18.65,,,45.7,243.6,
STUP_5279,GreenWorks Labs,healthtech,2011,1,5.56,60,16.99300355,0,0,69.33,1,0,59.47,,13.6,,,64.22,39.01,10.3
STUP_5280,QuantumSystems Ventures,healthtech,2022,2,3.24,23,10.78464732,0,0,24.5,1,0,31.57,859.05,39.93,,,,40.76,0.92
STUP_5281,QuantumWave Technologies,ecommerce,2014,1,0.91,137,9.195577333,0,0,44.06,5,0,70.45,11.56,89.47,,,100,20.99,3.15
STUP_5282,BlueWorks Innovations,fintech,2010,3,20.97,40,14.20845434,0,0,108.42,3,0,42.13,16.85,,,,42.13,79.69,0.19
STUP_5283,NextVision Pvt Ltd,mobility,2019,0,18.23,28,10.94486536,0,0,101.81,3,0,31.8,,13.93,,,,114.54,
STUP_5284,InnoNetworks Technologies,consumer tech,2019,1,16.65,29,8.216151295,0,0,107.43,5,0,34.36,275.2,3.19,,,20.01,4.73,2.95
STUP_5285,BrightNetworks Ventures,cleantech,2023,1,0.61,45,6.997145061,0,0,50.98,4,0,60.73,,3.62,,,,257.33,1.38
STUP_5286,RapidLab Innovations,consumer tech,2019,1,4.17,30,14.03762272,0,0,13.27,3,0,39.74,986.94,6.23,,,45.97,148.25,2.77
STUP_5287,RedSystems,mobility,2017,2,11.33,123,3.296848892,0,0,80,3,0,61.24,537.05,,,,84.21,145.33,18.31
STUP_5288,RapidSolutions Ventures,deeptech,2017,0,1.09,96,7.600010514,0,0,111.9,5,1,66.93,,,,,,131.45,2.48
STUP_5289,SmartLogic Ventures,healthtech,2014,2,4.14,7,8.057516673,0,0,48.95,1,0,50.56,943.96,,,,45.28,46.76,3.75
STUP_5290,QuantumSolutions,fintech,2016,2,21.35,219,14.28795392,0,0,35.53,2,0,42.62,,9.31,,,,119.44,11.54
STUP_5291,BrightWave Ventures,deeptech,2016,2,1.21,8,10.73940991,0,0,41.84,3,0,49.79,,,,,31.95,104.53,1.28
STUP_5292,FutureAnalytics Pvt Ltd,AI,2021,1,3.06,77,17.07182171,0,0,75.75,4,0,32.81,762.91,60.5,,,57.35,13.61,2.72
STUP_5293,BlueWorks Ventures,edtech,2021,2,4.52,50,19.01638605,0,0,63.25,3,0,64.97,243.09,,,,,64.24,0.95
STUP_5294,BlueLogic Labs,mobility,2019,3,3.32,137,7.681679751,0,0,108.13,2,0,52.58,147.74,148.49,,,,99.61,1.58
STUP_5295,RedLogic Labs,ecommerce,2017,3,1.31,18,8.38940183,0,0,40.32,3,0,30.93,,8.25,,,60.3,78.84,1.12
STUP_5296,GreenLogic Pvt Ltd,ecommerce,2020,2,1.66,754,2.915327255,0,0,97.33,5,0,38.83,273.91,10.62,,,34.78,24.91,0.56
STUP_5297,TechAnalytics Ventures,fintech,2020,0,1.38,13,7.430873669,0,1,46.41,3,1,48.53,601.89,,24811.74,39.99,66.04,,1.44
STUP_5298,BrightVision Ventures,ecommerce,2018,2,4.87,50,6.935605537,0,0,47.72,4,0,48.14,839.97,45.48,,,,61.95,0.75
STUP_5299,TechSystems Ventures,sustainability,2019,3,38.57,71,6.435575739,0,0,17.22,3,1,41.72,176.68,3.81,,,,28.08,1
STUP_5300,BlueSolutions Labs,agritech,2012,2,3.27,99,6.851747983,0,0,114.22,3,0,38.43,528.35,2.15,,,21.1,32.11,
STUP_5301,InnoAnalytics Innovations,fintech,2019,0,1.85,14,10.2091805,0,0,49.78,3,0,24.48,205.68,5.71,,,,,2.91
STUP_5302,BlueSolutions Innovations,sustainability,2015,4,2.55,72,0.807760589,0,0,89.98,4,0,49.08,963.92,5.88,,,56.74,,2.7
STUP_5303,TrueSolutions Ventures,healthtech,2023,3,9.86,37,7.086056905,0,0,37.03,1,0,30.61,471.71,,,,86.7,,0.23
STUP_5304,QuantumLab Labs,mobility,2015,0,21.13,24,7.655209096,0,0,106.4,5,0,25.41,483.91,68.83,,,,65.41,4.36
STUP_5305,RapidVision Pvt Ltd,ecommerce,2018,3,1.51,6,10.41299318,0,0,87.98,3,0,45.61,735.83,14.61,,,45.2,151.77,0.64
STUP_5306,RedWorks Labs,fintech,2013,1,3.29,106,7.651762572,0,0,102.63,4,0,58.95,413.58,2.1,,,54.59,114.6,2.05
STUP_5307,BlueWave Ventures,deeptech,2020,1,12.03,50,1.778923916,1,0,97.82,4,0,66.44,1748.02,,,,41.42,113.41,0.3
STUP_5308,InnoNetworks Innovations,mobility,2019,2,3.93,35,11.87825854,0,0,103.45,1,0,57.6,,2.04,,,,51.21,
STUP_5309,BrightSystems Pvt Ltd,fintech,2019,3,4.37,69,21.38534876,0,0,37.25,1,0,54.98,52.03,,,,,500,11.93
STUP_5310,GreenVision,deeptech,2014,0,1,32,10.52789046,0,0,87.27,4,0,42,284.19,32.86,,,40.36,97.57,9.07
STUP_5311,RedSystems Innovations,sustainability,2018,6,2.58,45,11.95581511,0,0,118.32,3,0,56.8,502.36,17.89,,,,33.72,2.32
STUP_5312,InnoSolutions Technologies,mobility,2014,5,7.8,36,20.13067997,0,0,25.05,1,0,44.65,965.7,,,,47.14,82.84,3.39
STUP_5313,RapidLab Labs,mobility,2016,2,3.52,231,3.518431666,0,0,89.11,2,0,37.04,,,,,71.6,8.78,
STUP_5314,QuantumLab Labs,fintech,2019,3,3.26,25,12.18298135,0,0,45.36,5,0,66.35,463.9,,,,72.05,2.8,
STUP_5315,BrightLab Technologies,ecommerce,2018,4,12.95,14,5.9857515,0,0,108.06,2,1,86.39,,41.82,,,,,0.22
STUP_5316,BlueVision,healthtech,2019,2,1.17,115,10.10905752,0,0,48.12,1,0,42.84,645.84,,,,66.8,181.22,9.09
STUP_5317,NextLab Innovations,deeptech,2022,2,3.27,79,4.206581872,0,0,74.81,4,0,32.77,736.77,19.81,,,46.89,285.93,4.87
STUP_5318,NextMinds Innovations,fintech,2019,2,31.83,99,9.502790307,0,0,29.9,2,0,52.41,,,,,44.73,37.92,13.61
STUP_5319,FutureLab,consumer tech,2020,3,12.07,68,7.424079437,0,0,111.4,6,0,72.69,,45.02,,,76.51,86.72,
STUP_5320,SmartLogic Labs,agritech,2013,4,6.11,38,9.55081759,0,0,116.22,3,0,59.61,244.83,,,,50.49,51.43,11
STUP_5321,FutureLogic,healthtech,2017,3,5.9,5,14.06904434,0,0,45.03,5,0,41.59,207.34,,,,,100.34,4.27
STUP_5322,RapidVision Technologies,consumer tech,2016,2,16.4,188,14.37818537,1,0,76.39,1,0,64.22,6604.17,39.54,,,,,1.05
STUP_5323,InnoLogic Innovations,logistics,2016,3,10.27,116,0.362369012,0,0,48.47,7,0,37.89,635.72,20.48,,,52.56,11.29,0.37
STUP_5324,TrueSystems Technologies,ecommerce,2020,1,8.7,16,19.10596303,0,0,46.84,2,0,29.44,133.56,6.33,,,,,1.74
STUP_5325,SmartNetworks Technologies,ecommerce,2013,7,19.49,256,9.979760106,0,0,48.36,4,0,56.46,213.02,4.54,,,22.34,64.7,4.21
STUP_5326,TechAnalytics Technologies,fintech,2015,2,4.81,18,10.32314946,0,0,72.1,1,0,50.06,165.22,,,,17.55,193.44,14.63
STUP_5327,RapidVision Technologies,fintech,2021,0,15.28,50,21.15904526,0,1,66.05,2,1,66.35,,11.81,21336.51,73.86,22.43,207.54,
STUP_5328,TrueWave Technologies,fintech,2017,3,1.51,55,3.689156263,0,1,62.37,4,0,58.19,71.7,35.67,12954.89,11.37,21.34,168.1,4.52
STUP_5329,FutureWave Pvt Ltd,agritech,2020,0,2.37,44,9.267066456,0,0,54.71,3,1,29.52,,33.39,,,,45.47,1.44
STUP_5330,InnoAnalytics Pvt Ltd,ecommerce,2023,2,7.69,55,9.650729286,0,0,14.35,1,0,57.46,464.55,,,,,,0.42
STUP_5331,TrueVision Ventures,ecommerce,2017,2,9.82,285,17.09736077,0,0,110.05,5,0,51.98,339.61,,,,57.37,282.29,6.39
STUP_5332,FutureNetworks Labs,edtech,2023,1,8.94,242,10.89009684,0,0,104.57,6,0,33.09,340.94,40.86,,,63.01,,4.62
STUP_5333,RedWorks Ventures,consumer tech,2018,1,5.57,37,8.546961725,0,0,112.2,3,0,46.92,609.43,33.25,,,40.84,51.84,
STUP_5334,InnoWave Innovations,ecommerce,2017,1,3.03,43,10.12990656,0,0,32.19,5,0,37.26,261.51,,,,6.58,417.07,0.55
STUP_5335,SmartNetworks Labs,fintech,2024,3,5.02,31,4.133954594,0,0,96.78,1,0,36.45,913,4.27,,,,289.37,5.45
STUP_5336,QuantumLogic Innovations,mobility,2021,1,0.99,25,8.097385442,0,0,80.57,2,1,56.03,232.83,,,,56.78,16.8,6.03
STUP_5337,RedLab,logistics,2017,3,2.36,29,3.144753219,0,0,11.24,5,0,42.12,,214.45,,,,110.83,10.34
STUP_5338,SmartLab Ventures,agritech,2025,5,3.1,19,13.32991597,0,0,12.15,3,0,26.45,,35.28,,,84.41,54.07,5.63
STUP_5339,TechLab Technologies,deeptech,2024,2,2.16,248,1.909667005,0,0,73.28,3,1,51.64,759.25,12.17,,,39.74,18.73,22.18
STUP_5340,BlueMinds Ventures,edtech,2014,2,4.34,231,8.397140117,0,0,85.41,2,0,66.39,,,,,45.96,11.24,4.03
STUP_5341,QuantumLogic,ecommerce,2018,4,2.24,24,14.25207864,0,0,20.14,5,1,41.15,867,,,,49.53,2.61,10.83
STUP_5342,FutureAnalytics Ventures,mobility,2016,3,1.37,28,10.53631761,0,0,78.4,7,0,35.52,797.62,9.66,,,,55.57,1.49
STUP_5343,GreenWorks Innovations,sustainability,2017,2,6.64,121,2.775435839,0,0,66.83,3,0,61.02,449.27,67.53,,,46.21,6.37,2.94
STUP_5344,RapidMinds Ventures,edtech,2013,2,25.59,114,16.3930715,0,0,108.59,2,0,59.63,578.3,,,,61.53,128.76,1.94
STUP_5345,QuantumSolutions Innovations,mobility,2016,0,3.88,20,3.80920778,0,0,50.28,5,0,73.07,300.79,35.61,,,,119.03,10.26
STUP_5346,RedVision,ecommerce,2014,1,6.95,454,9.736333785,0,0,11.06,5,0,54.99,,,,,,,14.07
STUP_5347,BlueSolutions Technologies,mobility,2014,4,9.93,80,17.57084277,0,0,61.82,3,0,63.22,,6.91,,,74.92,,1.17
STUP_5348,TrueWorks,sustainability,2018,1,1.64,15,6.207042324,0,0,40.55,4,0,24.97,787.2,,,,25.56,110.32,4.17
STUP_5349,RedVision Innovations,cleantech,2010,3,5.19,18,6.320315274,0,0,20.04,4,1,57.19,,18.71,,,56.09,,4.39
STUP_5350,NextLab Ventures,ecommerce,2020,5,11.55,97,5.605819911,0,0,86.65,7,1,35.85,502.27,39.98,,,13.77,58.7,
STUP_5351,RedSystems Ventures,ecommerce,2016,2,3.79,18,11.77576428,0,0,96.75,2,0,37.87,,,,,,,2.41
STUP_5352,InnoWorks Innovations,mobility,2015,3,14.63,64,10.09768153,0,0,36.36,2,1,8.08,556.17,0.73,,,93.76,41.77,
STUP_5353,TechMinds Technologies,AI,2020,1,18.31,23,5.448872444,0,0,15.92,1,1,27.88,,14.01,,,79.39,,
STUP_5354,InnoNetworks Technologies,fintech,2016,1,24.41,180,15.60506132,1,0,69.27,4,0,31.26,7123.16,,,,,65.48,4.5
STUP_5355,FutureLab Technologies,deeptech,2019,1,9.66,24,12.74036914,0,0,18.21,2,0,42.7,867.28,8.05,,,42.54,,
STUP_5356,BlueAnalytics Ventures,sustainability,2015,1,16.28,190,12.01004041,0,0,16.38,1,1,56.54,89.43,24.27,,,,163.79,11.17
STUP_5357,NextWorks Pvt Ltd,consumer tech,2013,0,3.1,27,13.13610736,0,0,109.35,5,0,66.84,226.26,6.75,,,60.9,227.11,0.45
STUP_5358,TechSolutions Pvt Ltd,mobility,2016,0,1.38,79,20.41982811,0,0,14.6,4,0,52.55,465.08,60.43,,,45.47,7.31,4.58
STUP_5359,FutureNetworks,deeptech,2023,2,0.73,34,10.75599829,0,0,36.42,5,1,32.47,137.51,,,,88.42,16.1,
STUP_5360,FutureSystems Labs,ecommerce,2018,2,7.52,88,11.50872961,0,0,38.93,1,0,50.97,889.19,,,,40.5,5.6,0.46
STUP_5361,InnoWorks,logistics,2013,5,91.95,158,4.471246613,0,0,69.33,3,1,47.67,826.3,10.46,,,13.23,92.53,0.45
STUP_5362,BrightSystems Labs,logistics,2022,3,3.04,17,5.529886178,0,0,66.92,6,0,47.48,823.05,,,,,,
STUP_5363,TechMinds Innovations,mobility,2020,4,5.7,72,4.897306789,0,0,41.2,2,0,23.62,931.16,31.93,,,,20.22,5.08
STUP_5364,NextLab Pvt Ltd,mobility,2020,2,3.63,35,12.34481923,0,0,84.49,3,0,64.43,,9.36,,,12.05,23.47,18.53
STUP_5365,InnoWave Innovations,sustainability,2018,2,1.07,12,4.054417561,0,0,105.23,2,0,43.28,93.61,21.98,,,73.13,14.67,0.13
STUP_5366,GreenNetworks Labs,edtech,2014,3,1.43,78,8.510950949,0,0,75.7,3,1,53.36,,2.01,,,,20.56,
STUP_5367,InnoVision Innovations,agritech,2023,1,9.87,30,11.01059038,0,1,76.05,1,1,53.88,959.65,4.93,6680.07,0.24,,,4.63
STUP_5368,RapidSolutions Pvt Ltd,deeptech,2022,1,12.36,21,12.57152083,0,0,53.93,2,0,62.22,888.52,,,,17.88,79.95,
STUP_5369,QuantumSolutions Innovations,healthtech,2020,5,1.38,26,14.61965974,0,0,53.82,1,0,65.31,985.44,,,,31.86,,7.63
STUP_5370,TechWave,fintech,2019,1,10.38,118,17.93534162,0,0,91.14,3,0,66.14,,11.89,,,51.18,16.88,
STUP_5371,BrightLab Innovations,healthtech,2017,2,4.05,359,1.909769031,1,0,65.01,2,0,44.25,8687.62,72.08,,,16.59,82.67,
STUP_5372,RapidAnalytics Innovations,logistics,2017,2,11.02,48,5.211788684,0,0,43.13,3,0,51.3,963.74,,,,63.15,3.51,1.53
STUP_5373,NextWorks Pvt Ltd,consumer tech,2012,3,3.88,65,8.154985951,0,0,72,6,0,13.1,,,,,62.07,75.67,0.26
STUP_5374,SmartWorks Innovations,sustainability,2014,3,1.02,21,7.396252214,0,0,27,2,0,63.57,459.94,9.77,,,44.67,117.04,4.13
STUP_5375,TrueLogic Pvt Ltd,agritech,2015,3,15.91,35,11.23094603,0,0,23.22,3,0,59.94,607.88,5.39,,,34.29,109.38,0.23
STUP_5376,BlueSystems,deeptech,2015,0,3.69,40,11.17449371,0,0,51.14,3,0,48.91,529.03,13.77,,,41.3,26.08,
STUP_5377,RedAnalytics Labs,agritech,2015,3,0.74,8,10.97250557,0,0,51.28,2,1,50.84,582.12,,,,,63.29,1.27
STUP_5378,TrueSolutions Innovations,agritech,2018,1,5.14,49,10.86648217,0,1,57.25,4,0,51.36,142.23,8.75,22194.53,25.4,39.51,500,0.99
STUP_5379,FutureVision Ventures,fintech,2017,1,4.09,29,20.07809565,0,0,79.38,5,0,53.94,994.91,,,,15.04,178.25,10.32
STUP_5380,BrightWorks Labs,ecommerce,2019,2,5.87,96,7.458571854,0,0,42.81,3,1,45.62,,27.43,,,24.8,38.16,2.74
STUP_5381,FutureWorks Labs,ecommerce,2017,2,5.54,17,8.160156464,0,0,71.28,1,0,86.58,486.98,12.7,,,52.55,14.96,4.14
STUP_5382,BrightLab Innovations,healthtech,2015,3,3.83,70,1.11398594,0,0,17.31,2,0,57.27,139.26,128.7,,,53.3,8.79,2.58
STUP_5383,BlueWorks Pvt Ltd,mobility,2022,1,3.34,34,11.5027124,0,0,36.27,1,0,54.91,284.01,62.57,,,34.2,,
STUP_5384,BlueAnalytics Technologies,healthtech,2016,4,1.66,225,20.2206575,0,0,110.24,2,0,50.27,,,,,,43.95,
STUP_5385,TechWorks Ventures,agritech,2018,1,1.15,62,10.68262907,0,0,90.01,2,0,45.77,268.02,6.73,,,65.13,24.24,
STUP_5386,SmartVision Pvt Ltd,edtech,2020,0,1.56,83,9.352454882,0,0,97.05,5,0,69.2,935.85,32.79,,,49.93,,
STUP_5387,BrightSystems Labs,logistics,2014,1,8.31,51,12.4517147,0,0,108.04,4,0,53.8,842.95,31.11,,,61.28,4.25,2.4
STUP_5388,SmartWorks Labs,consumer tech,2018,5,6.21,62,10.30859996,0,1,81.2,1,0,63.57,166.59,40.86,2888.96,14.49,53.76,144.23,3.12
STUP_5389,TechMinds Technologies,mobility,2016,3,6.35,7,0.729112692,0,0,82.18,2,0,73.78,162.26,4.22,,,53.08,0.87,
STUP_5390,GreenAnalytics Ventures,mobility,2020,2,2.14,28,1.952098201,0,0,25.55,5,0,33.14,580.8,79.43,,,,20.01,2.5
STUP_5391,RedNetworks Innovations,fintech,2017,2,24.28,284,7.127576507,0,0,39.47,3,1,53.06,,3.24,,,41.96,120.14,3.62
STUP_5392,BlueWorks,ecommerce,2014,3,37.16,88,7.793736957,0,0,79.57,2,0,66.56,304.2,,,,77.93,19.44,0.73
STUP_5393,TechVision Technologies,fintech,2011,1,5.91,7,17.61057909,0,0,62.12,4,0,71.69,400.38,13.58,,,45.63,46.2,6.36
STUP_5394,BrightNetworks Labs,consumer tech,2017,3,1.96,86,10.50862055,0,0,103.77,5,0,40.97,311.34,,,,30.16,73.96,
STUP_5395,BlueVision Technologies,ecommerce,2016,1,8.89,48,14.8787935,0,0,104.07,2,0,44.57,,12.13,,,74.41,152.71,12.27
STUP_5396,GreenLogic Labs,sustainability,2021,1,1.1,73,18.6235716,0,0,101.23,3,0,65.63,768.02,68.4,,,77.93,171.28,15.81
STUP_5397,BlueWave Innovations,fintech,2019,1,2.58,25,3.794043494,0,0,21.56,2,0,40.81,716.65,,,,53.33,54.87,3.02
STUP_5398,InnoLogic Ventures,healthtech,2015,1,1.25,5,15.73514021,0,0,117.34,3,0,55.17,,28.02,,,33.21,135.7,2.56
STUP_5399,TrueMinds Innovations,ecommerce,2015,1,11.29,191,15.77847679,0,0,66.93,5,0,71.67,35.14,24.66,,,60.36,45.85,5.73
STUP_5400,RapidWorks Innovations,ecommerce,2021,3,22.13,17,3.290235543,0,0,35.46,3,0,75.17,408.11,30.28,,,,11.76,5.91
STUP_5401,TechVision Innovations,ecommerce,2016,2,10.32,31,8.378921979,0,0,93.49,2,0,61.81,294.13,,,,,143.84,0.8
STUP_5402,NextAnalytics,fintech,2022,1,22.31,230,10.10694021,0,1,19.5,3,0,33.72,,,8817.92,143.76,87.46,,0.44
STUP_5403,GreenSystems Innovations,ecommerce,2018,4,5.05,46,3.663217763,0,1,92.7,4,0,36.33,706.48,9.65,16093.72,48.67,,114.33,6.7
STUP_5404,TechAnalytics Labs,mobility,2014,1,3.23,55,13.33659737,0,0,119.65,3,0,41.18,266.66,8.35,,,,10.2,14.21
STUP_5405,QuantumSolutions,mobility,2014,3,1.37,29,12.78691156,0,0,76.23,2,0,49.95,522.95,30.3,,,43.55,80.58,5.83
STUP_5406,BrightSolutions Labs,cleantech,2020,0,2.27,23,15.25668085,0,0,40.95,1,0,33.95,,12.43,,,74.32,,
STUP_5407,RapidSolutions Labs,logistics,2020,1,5.15,33,12.12769175,0,0,60.43,1,1,30.33,762.53,12.23,,,43.44,28.54,10.7
STUP_5408,SmartLogic Labs,fintech,2016,2,5.6,55,6.433668344,0,0,14.95,1,0,54.44,983.92,118.71,,,43.39,237.12,0.12
STUP_5409,RedSolutions Innovations,deeptech,2017,5,3.78,71,5.731160795,0,0,110.15,2,0,43.7,233.99,,,,57.6,,2.03
STUP_5410,TechAnalytics Labs,mobility,2019,1,5.09,66,10.62404793,0,0,99.17,3,0,43.96,708.24,78.37,,,21.34,108.75,
STUP_5411,SmartWorks Ventures,agritech,2022,4,4.61,28,14.71840764,0,0,103.69,3,0,60.6,,13.52,,,55.03,,15.98
STUP_5412,GreenAnalytics Ventures,mobility,2020,0,2.73,43,7.185198871,0,0,71.43,8,0,55,509.47,12.97,,,,24.96,
STUP_5413,NextMinds Innovations,cleantech,2018,3,9.61,34,10.82220683,0,0,67.52,3,1,50.8,378.41,,,,55.89,,
STUP_5414,FutureMinds Ventures,agritech,2017,3,3.68,75,6.500452662,0,0,42.35,1,0,40.6,70.35,,,,80.2,127.88,0.55
STUP_5415,InnoSystems Labs,consumer tech,2017,3,1.97,377,18.07281123,0,0,53.68,6,0,37.85,,,,,0,,0.92
STUP_5416,QuantumWave Labs,fintech,2017,1,3.92,38,9.435530108,0,0,107.72,7,0,29.86,122.83,10.88,,,,266.2,0.44
STUP_5417,RapidSystems,deeptech,2023,1,0.42,8,14.53935687,0,0,74.85,3,1,39.17,82.91,18.24,,,24.68,74.02,1.8
STUP_5418,QuantumWave Technologies,cleantech,2015,0,2.91,405,13.63407806,0,0,94.3,2,0,64.52,,,,,,328.24,2.5
